Id,Label,views,followers,importance,posts,indegree,outdegree,Degree,closnesscentrality,betweenesscentrality,modularity_class
1065585581,savadkooh_shelfin,1146,1927,1.14126,23,0,2,2,0.137916,0,37
1456102754,garneno,0,239,1.037426,9,0,1,1,0.220215,0,189
1384302769,strategist_lady,354,476,1.157101,38,0,2,2,0.199825,0,168
1153698998,sangesaronline_ir,4158,2345,1.220865,15,0,2,2,0.199475,0,37
1186334957,newswolrd_iran,808,18169,1.321906,90,26,9,35,0.2277,29639.984112,168
1392804018,maddeye187,47,118,1.077737,19,0,1,1,0.203336,0,189
1003568468,tabriz_ct,17641,22936,1.550459,19,0,4,4,0.215055,0,168
1350410140,h_soltani49,0,132,1.025306,6,0,1,1,0.211188,0,139
1141709546,payamemellat,3254,363,1.375222,68,1,5,6,0.203831,17.002136,37
1079913291,khabarkhabarmollakola,1478,549,1.166246,26,0,1,1,0.211411,0,106
1286227297,tasouj,0,4415,1.021189,5,0,1,1,0.666667,0,37
1398171016,urnanews,7466,16072,1.358241,24,0,1,1,0.199351,0,168
1279728482,sarashpaze_nemoone,0,33027,1.033424,8,0,1,1,0.162234,0,92
1289804672,sexualjet,75,194,1.256919,79,1,4,5,0.227441,33.875078,189
1141796002,payame_eghtesad,411388,6856,4.366686,361,44,32,76,0.25796,30197.508974,189
1492256230,newsirclip2,0,8035,1.064458,16,0,1,1,0.162829,0,92
1491259826,goldteknik1201400,13610,1629,2.310985,382,0,37,37,0.278058,0,189
1003605345,dargazkhabar,6065,3981,1.539261,89,0,10,10,0.238215,0,168
1061870815,haloopoem,0,774,1.383815,142,0,9,9,0.155121,0,34
1666819442,ahakhabar,18592,3683,1.980253,129,2,13,15,0.238351,7266.627572,189
1365762757,lotosnews,372,769,1.551862,237,0,37,37,0.278786,0,206
1073473428,jamaatyazdi,1891,2683,1.208386,33,0,1,1,0.190346,0,45
1474733684,mehrnews_chb,40,204,1.047135,11,0,1,1,0.188815,0,168
1032108553,dehsadtelegram,0,689,1.0086,2,0,1,1,1,0,168
1554556913,isargaran_news,17963,51223,1.729969,57,2,1,3,0.199351,1624.24131,206
1219775063,liittle_dick,2214,5449,1.369519,82,5,8,13,0.20952,47.219071,34
1945379625,sedayefardayeiran,0,1,1.075547,19,0,1,1,0.193697,0,189
1475449675,ettefaghnews,59,254,1.243719,74,3,9,12,0.244638,10.070255,189
1227717121,iran_bourse_ir,4810,939,1.369856,48,1,1,2,1,0.5,37
1383580100,monji_gharib,618,209,1.191613,45,0,1,1,1,0,206
1553114289,majles,278792,156612,3.686721,215,17,27,44,0.257046,13573.617509,206
1114678306,kargozaran_fars,0,49,1.017033,4,0,1,1,0.666667,0,189
1221099152,aliabadkatulnews,933,2472,1.081736,10,0,1,1,1,0,37
1009993968,dandeh5_mag,694,5768,1.042351,3,0,1,1,0.666667,0,189
1029433227,innews,264044,38348,2.874134,51,0,4,4,0.236278,0,189
1979153372,emrooz,98537,63726,3.112229,238,35,24,59,0.249297,33400.95093,168
1233806999,curency_gold,930,4181,1.323366,88,4,15,19,0.244339,3125.575432,189
1509000655,profayl_mazhabi313,44,37,1.112707,29,6,3,9,0.205511,4807.164844,139
1142252248,avaymelat,52645,7121,2.246863,78,0,6,6,0.222331,0,247
1006452725,xoynews,3876,1625,1.598797,151,0,21,21,0.258827,0,45
1001186730,thirdintifada,28853,4826,1.821684,40,2,0,2,0,0,139
1937483409,iran_meme0,454,1543,1.099991,20,0,1,1,0.207241,0,139
1002537588,mbarati1364,12600,1468,1.499282,28,0,3,3,0.138511,0,139
1001934086,tabas_khj,1060,727,1.205888,43,0,3,3,0.2152,0,139
1487802451,nazerbazar_ir,0,49157,1.068186,17,0,1,1,0.184667,0,189
1200581413,bornaalborz,0,196,1.064458,16,0,1,1,0.194827,0,18
1252325608,mellatema,15797,2624,1.617839,40,1,3,4,0.228764,1597,168
1118612137,eglimesehsar,19935,1143,1.981657,120,10,9,19,0.237429,19919.602667,37
1101882632,jirixnews,0,21,1.017033,4,0,2,2,0.231315,0,189
1049073612,chamchamaliha,55343,15439,2.214739,66,0,6,6,0.238287,0,37
1071674599,akerdd,0,282,1.017033,4,0,1,1,0.177741,0,168
1002749776,aharvesal,32850,5084,2.181037,117,2,12,14,0.220777,33.418087,168
1611557631,gamnews_farhangian,1001,168,1.400093,121,0,5,5,0.227266,0,206
1064506288,malayerman,19349,16946,1.649357,33,0,2,2,0.221069,0,37
1676306958,user_1676306958,52451,2129,2.291937,89,0,3,3,0.221529,0,37
1451613777,akhbarekhavaran,0,1809,1.064458,16,0,2,2,0.208676,0,37
1384309663,efshakhabar,359307,191648,3.034251,52,1,4,5,0.223826,141.717759,189
1670341353,asrsemnan,0,704,1.029384,7,0,1,1,0.211411,0,106
1112191524,javanrood,0,13901,1.029384,7,0,1,1,0.204691,0,168
1340062093,bazbara,310,244,1.097142,21,0,1,1,0.223388,0,189
1554623049,afintl,22722,12256,1.612483,16,2,0,2,0,0,43
1123169657,ammareyaser,6117,87,1.30723,21,2,2,4,0.203232,3194,168
1405658931,piknikanalyst,4829474,80456,5.34954,183,38,1,39,1,200.654553,189
1061437468,azarbaijan_sharghi,2492,24120,1.286554,49,0,2,2,0.203362,0,168
1092341581,channelonehd,2273,2065,1.175175,20,0,2,2,0.226172,0,189
1683957815,eghtesadsanjj,1172,3208,1.138647,22,0,5,5,0.22746,0,168
1754328455,proxy_freel,265330,164522,2.659209,23,0,1,1,0.173474,0,168
1022532042,freedomessenger,68973,46535,2.21496,47,8,6,14,0.180645,29835.304128,34
1283798397,navazagros,422,458,1.079739,15,0,2,2,0.199426,0,168
1108854169,didanytel,0,7698,1.117271,31,0,3,3,0.225211,0,92
1958443410,moujeonline,10,272,1.049673,12,0,2,2,0.211467,0,37
1646601419,ut_vip,21197,17637,2.064889,141,0,1,1,1,0,44
1273773917,hameechizohameja,2214,635,1.320363,64,0,6,6,0.242006,0,189
1122088341,melatnews,56,2280,1.106481,27,0,3,3,0.217961,0,206
1623634813,masire_entekhabat,87,1054,1.703614,398,4,49,53,0.278972,24953.273492,189
1054434303,amariyoun,4779,1232,1.388978,54,38,4,42,0.221882,38636.547201,45
1009562468,valasr_bmui,2160,1750,1.146672,14,0,1,1,0.666667,0,168
1189864017,sedaye_torbatjam,17674,2906,1.987749,139,1,15,16,0.238465,349.19358,189
1975163027,rezvanchannel_ir,47360,6884,2.719764,252,4,17,21,0.250078,822.162181,139
1456554410,lorvillage1,98,235,1.025514,5,0,1,1,1,0,37
1080313741,rowshanna,12,100,1.104379,27,0,5,5,0.234715,0,189
1086348043,tv_newz,638,260,1.216512,53,0,2,2,0.212029,0,189
1168273313,farazdaily,103186,10397,3.785618,597,121,58,179,0.274841,78048.566003,189
1000078989,sedayetaybad,1557,1686,1.331589,79,1,7,8,0.23247,290.569278,168
1745620079,sejaaf,42,4864,1.062629,15,0,2,2,0.231215,0,189
1091425484,m_hasan_ghanbari,11989,1326,1.499608,31,0,1,1,1,0,189
1004078493,herisrasa,0,10743,1.033424,8,0,2,2,1,0,37
1004936918,divangah,2368,1268,1.530749,152,3,17,20,0.232619,13652.411585,168
1498833771,tajrishonline,881,19336,1.432694,141,1,17,18,0.257539,101.403566,189
