Source,Target,Type,Id,Label,Weight,Candidate
1000241310,1051127970,Directed,191340,,2,Jalili
1000241310,1574898694,Directed,191358,,2,Jalili
1000241310,1956708093,Directed,191361,,2,Jalili
1000253785,1006212930,Directed,191368,,2,Jalili
1000253785,1006939659,Directed,191370,,2,Jalili
1000253785,1051127970,Directed,191374,,2,Jalili
1000256732,1001976122,Directed,191380,,3,Jalili
1000256732,1002739327,Directed,191381,,6,Jalili
1000256732,1002843824,Directed,191382,,3,Jalili
1000256732,1005280116,Directed,191384,,5,Jalili
1000256732,1027676885,Directed,191394,,2,Jalili
1000256732,1282351599,Directed,191419,,2,Jalili
1000256732,1532857131,Directed,191429,,2,Jalili
1000256732,2107198552,Directed,191439,,2,Jalili
1000256969,1006619988,Directed,191441,,2,Jalili
1000269418,1001976122,Directed,191450,,5,Jalili
1000269418,1002738390,Directed,191452,,10,Jalili
1000269418,1002765601,Directed,191454,,2,Jalili
1000269418,1003119977,Directed,191455,,2,Jalili
1000269418,1004040231,Directed,191456,,3,Jalili
1000269418,1005280116,Directed,191458,,3,Jalili
1000269418,1098907900,Directed,191470,,2,Jalili
1000269418,1154252621,Directed,191473,,2,Jalili
1000269418,1287619445,Directed,191479,,4,Jalili
1000294241,1054069132,Directed,191494,,2,Jalili
1000294241,1804868313,Directed,191502,,2,Jalili
1000305116,1004069147,Directed,191505,,3,Jalili
1000305116,1006914438,Directed,191509,,2,Jalili
1000305116,1162694867,Directed,191514,,2,Jalili
1000305792,1001976122,Directed,191520,,2,Jalili
1000305792,1073422940,Directed,191531,,4,Jalili
1000309373,1001976122,Directed,191537,,8,Jalili
1000309373,1005866359,Directed,191540,,2,Jalili
1000309373,1009398580,Directed,191543,,2,Jalili
1000309373,1027676885,Directed,191544,,2,Jalili
1000309373,1092136523,Directed,191552,,4,Jalili
1000309373,1123320378,Directed,191553,,3,Jalili
1000316945,1004464119,Directed,191564,,3,Jalili
1000333202,1002739327,Directed,191569,,3,Jalili
1000333202,1005665139,Directed,191574,,5,Jalili
1000333202,1006441933,Directed,191575,,5,Jalili
1000333202,1006939659,Directed,191577,,2,Jalili
1000333202,1068763227,Directed,191583,,2,Jalili
1000333202,1368781725,Directed,191588,,2,Jalili
1000335464,1006441933,Directed,191602,,2,Jalili
1000335464,1006939659,Directed,191604,,9,Jalili
1000335464,1068487996,Directed,191611,,2,Jalili
1000335464,1156829958,Directed,191620,,3,Jalili
1000335464,1956708093,Directed,191635,,2,Jalili
1000340817,1005665139,Directed,191641,,4,Jalili
1000340817,1008125995,Directed,191645,,9,Jalili
1000340817,1068763227,Directed,191647,,3,Jalili
1000340817,1310408660,Directed,191652,,4,Jalili
1000342349,1001976122,Directed,191663,,2,Jalili
1000342349,1005280116,Directed,191673,,3,Jalili
1000342349,1005665139,Directed,191674,,7,Jalili
1000342349,1006212930,Directed,191675,,6,Jalili
1000342349,1006939659,Directed,191678,,5,Jalili
1000342349,1008785987,Directed,191681,,2,Jalili
1000342349,1062229126,Directed,191685,,2,Jalili
1000342349,1068763227,Directed,191686,,2,Jalili
1000342349,1156829958,Directed,191697,,6,Jalili
1000342349,1574898694,Directed,191711,,2,Jalili
1000342349,2107198552,Directed,191714,,2,Jalili
1000350189,1264611332,Directed,191721,,4,Jalili
1000402029,1058667053,Directed,191730,,19,Jalili
1000406662,1007007698,Directed,191731,,2,Jalili
1000413715,1000134855,Directed,191735,,3,Jalili
1000413715,1000975413,Directed,191737,,3,Jalili
1000413715,1004901608,Directed,191751,,5,Jalili
1000413715,1005280116,Directed,191752,,3,Jalili
1000413715,1005816243,Directed,191753,,5,Jalili
1000413715,1005866359,Directed,191754,,2,Jalili
1000413715,1006227643,Directed,191756,,3,Jalili
1000413715,1069291200,Directed,191774,,2,Jalili
1000413715,1076720298,Directed,191776,,2,Jalili
1000413715,1079843325,Directed,191777,,2,Jalili
1000413715,1368575513,Directed,191800,,2,Jalili
1000413715,1383604855,Directed,191802,,2,Jalili
1000413715,1443374577,Directed,191803,,2,Jalili
1000413715,1454361599,Directed,191804,,2,Jalili
1000413715,1702450719,Directed,191812,,3,Jalili
1000413715,1704978978,Directed,191813,,2,Jalili
1000413715,1859547507,Directed,191814,,2,Jalili
1000424689,1011571357,Directed,191820,,2,Jalili
1000426142,1000737610,Directed,191822,,27,Jalili
1000427096,1005280116,Directed,191824,,5,Jalili
1000440851,1073422940,Directed,191830,,3,Jalili
1000524464,1006441933,Directed,191848,,3,Jalili
1000535320,1001976122,Directed,191857,,13,Jalili
1000535320,1002662059,Directed,191859,,2,Jalili
1000535320,1002739327,Directed,191860,,2,Jalili
1000535320,1002765601,Directed,191861,,2,Jalili
1000535320,1004576149,Directed,191865,,2,Jalili
1000535320,1005917698,Directed,191866,,2,Jalili
1000535320,1006212930,Directed,191867,,6,Jalili
1000535320,1006939659,Directed,191870,,9,Jalili
1000535320,1028191536,Directed,191877,,2,Jalili
1000535320,1056672364,Directed,191881,,2,Jalili
1000535320,1058667053,Directed,191882,,3,Jalili
1000535320,1101039400,Directed,191887,,3,Jalili
1000535320,1127390421,Directed,191888,,2,Jalili
1000535320,1287471945,Directed,191898,,2,Jalili
1000535320,1486701342,Directed,191901,,2,Jalili
1000543467,1005665139,Directed,191914,,3,Jalili
1000543467,1068763227,Directed,191915,,2,Jalili
1000543467,1125596663,Directed,191918,,4,Jalili
1000547128,1005280116,Directed,191924,,2,Jalili
1000547128,1258612234,Directed,191930,,2,Jalili
1000547128,2129814256,Directed,191933,,2,Jalili
1000598506,1462720273,Directed,191936,,5,Jalili
1000598833,1004975142,Directed,191941,,2,Jalili
1000619608,1001621611,Directed,191952,,2,Jalili
1000619608,1054434303,Directed,191959,,2,Jalili
1000619608,1174404832,Directed,191962,,2,Jalili
1000619608,1376208776,Directed,191964,,2,Jalili
1000631584,1005280116,Directed,191976,,2,Jalili
1000631584,1005866359,Directed,191978,,2,Jalili
1000631584,1054069132,Directed,191981,,2,Jalili
1000631584,1258612234,Directed,191985,,2,Jalili
1000643229,1073422940,Directed,191990,,2,Jalili
1000665140,1001976122,Directed,191996,,5,Jalili
1000665140,1002739327,Directed,191999,,8,Jalili
1000665140,1002843824,Directed,192001,,3,Jalili
1000665140,1004793780,Directed,192008,,3,Jalili
1000665140,1005280116,Directed,192009,,6,Jalili
1000665140,1005665139,Directed,192010,,2,Jalili
1000665140,1005866359,Directed,192011,,13,Jalili
1000665140,1006212930,Directed,192014,,16,Jalili
1000665140,1006227643,Directed,192015,,9,Jalili
1000665140,1006298883,Directed,192016,,2,Jalili
1000665140,1006939659,Directed,192018,,6,Jalili
1000665140,1007884158,Directed,192021,,9,Jalili
1000665140,1027676885,Directed,192025,,19,Jalili
1000665140,1068487996,Directed,192030,,2,Jalili
1000665140,1069291200,Directed,192031,,9,Jalili
1000665140,1123320378,Directed,192047,,2,Jalili
1000665140,1532857131,Directed,192071,,2,Jalili
1000665140,1803583427,Directed,192077,,3,Jalili
1000665140,1873401382,Directed,192078,,2,Jalili
1000687354,1001976122,Directed,192086,,3,Jalili
1000687354,1156829958,Directed,192103,,4,Jalili
1000693898,1001976122,Directed,192115,,3,Jalili
1000693898,1004576149,Directed,192120,,3,Jalili
1000693898,1005665139,Directed,192121,,2,Jalili
1000693898,1006939659,Directed,192123,,3,Jalili
1000693898,1007794402,Directed,192125,,3,Jalili
1000693898,1125596663,Directed,192130,,2,Jalili
1000704534,1678280438,Directed,192135,,3,Jalili
1000713718,1000134855,Directed,192136,,3,Jalili
1000713718,1000975413,Directed,192137,,2,Jalili
1000713718,1002670105,Directed,192140,,2,Jalili
1000713718,1003791761,Directed,192141,,2,Jalili
1000713718,1076720298,Directed,192155,,4,Jalili
1000713718,1329381161,Directed,192176,,2,Jalili
1000713718,1368575513,Directed,192179,,2,Jalili
1000715423,1006263686,Directed,192197,,2,Jalili
1000715423,1007974872,Directed,192198,,2,Jalili
1000715423,1022777823,Directed,192201,,2,Jalili
1000715423,1073422940,Directed,192204,,3,Jalili
1000715423,1205355308,Directed,192210,,2,Jalili
1000715423,1368781725,Directed,192215,,2,Jalili
1000715423,1369092212,Directed,192216,,5,Jalili
1000715423,2234338892,Directed,192222,,3,Jalili
1000717318,1433197723,Directed,192248,,2,Jalili
1000717318,2106058666,Directed,192253,,2,Jalili
1000733242,1002739327,Directed,192256,,2,Jalili
1000733242,1005280116,Directed,192258,,5,Jalili
1000733242,1006227643,Directed,192261,,3,Jalili
1000733242,1126598648,Directed,192271,,2,Jalili
1000733242,1156829958,Directed,192273,,2,Jalili
1000737610,1000717318,Directed,192283,,2,Jalili
1000737610,1005280116,Directed,192286,,2,Jalili
1000737610,1065754240,Directed,192295,,2,Jalili
1000737610,1162694867,Directed,192299,,2,Jalili
1000755616,1003137582,Directed,192316,,2,Jalili
1000755616,1072832422,Directed,192320,,2,Jalili
1000759648,1005280116,Directed,192330,,2,Jalili
1000759648,1189566498,Directed,192341,,2,Jalili
1000759648,1366179987,Directed,192347,,5,Jalili
1000775418,1003137582,Directed,192363,,3,Jalili
1000775418,1005280116,Directed,192367,,2,Jalili
1000775418,1006227643,Directed,192369,,2,Jalili
1000775418,1008623530,Directed,192372,,5,Jalili
1000775418,1013336404,Directed,192373,,2,Jalili
1000775418,1027676885,Directed,192376,,7,Jalili
1000775418,1069291200,Directed,192377,,2,Jalili
1000775418,1070161307,Directed,192378,,2,Jalili
1000775418,1636088354,Directed,192389,,9,Jalili
1000775418,1803583427,Directed,192391,,2,Jalili
1000781549,1001621611,Directed,192402,,2,Jalili
1000781549,1001976122,Directed,192403,,2,Jalili
1000781549,1002739327,Directed,192404,,3,Jalili
1000781549,1004576149,Directed,192410,,3,Jalili
1000781549,1369092212,Directed,192437,,3,Jalili
1000781549,1704978978,Directed,192440,,4,Jalili
1000785717,1003137582,Directed,192448,,2,Jalili
1000785717,1143251160,Directed,192459,,2,Jalili
1000814187,1004069147,Directed,192491,,2,Jalili
1000814187,1005280116,Directed,192495,,2,Jalili
1000814187,1005665139,Directed,192496,,2,Jalili
1000814187,1006939659,Directed,192497,,5,Jalili
1000814187,1007007698,Directed,192498,,2,Jalili
1000814187,1027676885,Directed,192504,,2,Jalili
1000814187,1990273594,Directed,192535,,2,Jalili
1000816957,1001976122,Directed,192536,,2,Jalili
1000816957,1002765601,Directed,192539,,3,Jalili
1000816957,1003137582,Directed,192541,,2,Jalili
1000816957,1083368581,Directed,192544,,4,Jalili
1000816957,1386452125,Directed,192547,,2,Jalili
1000821521,1156829958,Directed,192559,,5,Jalili
1000853641,1001976122,Directed,192567,,2,Jalili
1000853641,1003137582,Directed,192569,,2,Jalili
1000853641,1004148460,Directed,192570,,2,Jalili
1000853641,1004576149,Directed,192571,,2,Jalili
1000853641,1005665139,Directed,192572,,3,Jalili
1000853641,1006939659,Directed,192574,,3,Jalili
1000853641,1068763227,Directed,192576,,3,Jalili
1000853641,1448380726,Directed,192583,,2,Jalili
1000872108,1006165084,Directed,192595,,2,Jalili
1000872108,1303134579,Directed,192603,,6,Jalili
1000872108,1481507887,Directed,192607,,2,Jalili
1000883729,1308311510,Directed,192637,,3,Jalili
1000891037,1001976122,Directed,192651,,6,Jalili
1000891037,1002901918,Directed,192654,,4,Jalili
1000891037,1006939659,Directed,192662,,14,Jalili
1000891037,1008189297,Directed,192663,,2,Jalili
1000891037,1028963171,Directed,192667,,2,Jalili
1000891037,1068763227,Directed,192671,,3,Jalili
1000891037,1775459682,Directed,192695,,2,Jalili
1000899544,1001976122,Directed,192705,,15,Jalili
1000899544,1004576149,Directed,192710,,2,Jalili
1000899544,1005280116,Directed,192711,,2,Jalili
1000899544,1005665139,Directed,192712,,4,Jalili
1000899544,1007007698,Directed,192718,,2,Jalili
1000899544,1010380688,Directed,192721,,2,Jalili
1000899544,1051127970,Directed,192723,,6,Jalili
1000899544,1068763227,Directed,192726,,2,Jalili
1000899544,1154252621,Directed,192732,,3,Jalili
1000901866,1001976122,Directed,192743,,2,Jalili
1000901866,1006441933,Directed,192748,,2,Jalili
1000903726,1001632352,Directed,192778,,2,Jalili
1000903726,1001976122,Directed,192780,,43,Jalili
1000903726,1002739327,Directed,192784,,7,Jalili
1000903726,1002765601,Directed,192785,,3,Jalili
1000903726,1004069147,Directed,192791,,2,Jalili
1000903726,1004135749,Directed,192793,,3,Jalili
1000903726,1004576149,Directed,192796,,2,Jalili
1000903726,1005020200,Directed,192798,,3,Jalili
1000903726,1005280116,Directed,192799,,3,Jalili
1000903726,1005665139,Directed,192800,,5,Jalili
1000903726,1006212930,Directed,192803,,10,Jalili
1000903726,1006227643,Directed,192804,,2,Jalili
1000903726,1006914438,Directed,192807,,4,Jalili
1000903726,1006939659,Directed,192808,,8,Jalili
1000903726,1007007698,Directed,192809,,3,Jalili
1000903726,1007883087,Directed,192810,,2,Jalili
1000903726,1007884158,Directed,192811,,6,Jalili
1000903726,1008702726,Directed,192814,,2,Jalili
1000903726,1013336404,Directed,192816,,3,Jalili
1000903726,1027676885,Directed,192819,,2,Jalili
1000903726,1058667053,Directed,192824,,6,Jalili
1000903726,1069291200,Directed,192827,,7,Jalili
1000903726,1120587230,Directed,192839,,2,Jalili
1000903726,1127390421,Directed,192843,,3,Jalili
1000903726,1143845605,Directed,192845,,4,Jalili
1000903726,1179699996,Directed,192850,,3,Jalili
1000903726,1189566498,Directed,192851,,2,Jalili
1000903726,1275084443,Directed,192859,,2,Jalili
1000903726,1532857131,Directed,192870,,2,Jalili
1000903726,1543497060,Directed,192871,,2,Jalili
1000903726,1956708093,Directed,192877,,2,Jalili
1000903726,1990273594,Directed,192878,,2,Jalili
1000919739,1001976122,Directed,192881,,3,Jalili
1000919739,1073422940,Directed,192889,,2,Jalili
1000919739,1369092212,Directed,192893,,4,Jalili
1000919739,1917356010,Directed,192895,,2,Jalili
1000955176,1675737584,Directed,192902,,2,Jalili
1000956744,1006939659,Directed,192906,,2,Jalili
1000975413,1000018594,Directed,192926,,7,Jalili
1000975413,1000134855,Directed,192928,,4,Jalili
1000975413,1002531766,Directed,192930,,2,Jalili
1000975413,1003087085,Directed,192933,,2,Jalili
1000975413,1005280116,Directed,192936,,2,Jalili
1000975413,1005866359,Directed,192937,,4,Jalili
1000975413,1006298883,Directed,192938,,2,Jalili
1000975413,1027676885,Directed,192950,,5,Jalili
1000975413,1029094136,Directed,192951,,2,Jalili
1000975413,1030381286,Directed,192952,,2,Jalili
1000975413,1050803671,Directed,192954,,3,Jalili
1000975413,1076720298,Directed,192959,,2,Jalili
1000975413,1127390421,Directed,192968,,4,Jalili
1000975413,1283492931,Directed,192974,,2,Jalili
1000975413,1287619445,Directed,192975,,2,Jalili
1000975413,1364175336,Directed,192978,,2,Jalili
1000975413,1454361599,Directed,192979,,2,Jalili
1000975413,1532857131,Directed,192981,,8,Jalili
1000977378,1175781972,Directed,192985,,7,Jalili
1000978043,1001976122,Directed,192987,,2,Jalili
1000978043,1004148460,Directed,192989,,2,Jalili
1000978043,1006939659,Directed,192992,,4,Jalili
1000978043,1068763227,Directed,192996,,3,Jalili
1000978043,1083368581,Directed,192998,,3,Jalili
1000978043,1369092212,Directed,193002,,2,Jalili
1000978750,1001976122,Directed,193008,,3,Jalili
1000978750,1002739327,Directed,193010,,2,Jalili
1000978750,1004148460,Directed,193014,,2,Jalili
1000978750,1005665139,Directed,193015,,3,Jalili
1000978750,1006212930,Directed,193016,,4,Jalili
1000978750,1006227643,Directed,193017,,2,Jalili
1000978750,1006939659,Directed,193019,,6,Jalili
1000978750,1014807195,Directed,193021,,3,Jalili
1000978750,1063044460,Directed,193025,,2,Jalili
1000978750,1076720298,Directed,193030,,3,Jalili
1000978750,1127390421,Directed,193035,,2,Jalili
1000978750,1679641231,Directed,193047,,2,Jalili
1001013117,1002062924,Directed,193064,,2,Jalili
1001013117,1004901608,Directed,193065,,8,Jalili
1001013117,1073422940,Directed,193068,,2,Jalili
1001013284,1287619445,Directed,193071,,2,Jalili
1001013346,1065754240,Directed,193074,,5,Jalili
1001030359,1206358695,Directed,193080,,3,Jalili
1001043643,1001976122,Directed,193088,,8,Jalili
1001043643,1002562901,Directed,193090,,2,Jalili
1001043643,1002739327,Directed,193091,,2,Jalili
1001043643,1004040231,Directed,193095,,2,Jalili
1001043643,1005665139,Directed,193099,,2,Jalili
1001043643,1005866359,Directed,193100,,2,Jalili
1001043643,1006212930,Directed,193101,,2,Jalili
1001043643,1006939659,Directed,193103,,3,Jalili
1001043643,1007007698,Directed,193104,,2,Jalili
1001043643,1010380688,Directed,193106,,3,Jalili
1001043643,1013336404,Directed,193107,,2,Jalili
1001043643,1058864786,Directed,193112,,4,Jalili
1001043643,1068763227,Directed,193114,,2,Jalili
1001043643,1078485710,Directed,193115,,2,Jalili
1001043643,1287471945,Directed,193123,,2,Jalili
1001043643,1827699592,Directed,193132,,2,Jalili
1001051570,1004576149,Directed,193137,,2,Jalili
1001051570,1005280116,Directed,193138,,2,Jalili
1001051570,1005665139,Directed,193139,,3,Jalili
1001055913,1003137582,Directed,193166,,2,Jalili
1001055913,1369092212,Directed,193173,,2,Jalili
1001075326,1006441933,Directed,193185,,7,Jalili
1001075326,1006939659,Directed,193187,,7,Jalili
1001075326,1283832408,Directed,193190,,2,Jalili
1001088214,1001976122,Directed,193194,,8,Jalili
1001088214,1004069147,Directed,193199,,2,Jalili
1001088214,1005280116,Directed,193201,,3,Jalili
1001088214,1005665139,Directed,193202,,2,Jalili
1001088214,1006227643,Directed,193204,,2,Jalili
1001088214,1007007698,Directed,193208,,3,Jalili
1001088214,1061186078,Directed,193213,,2,Jalili
1001088214,1073422940,Directed,193217,,2,Jalili
1001088214,1126629649,Directed,193221,,2,Jalili
1001107347,1003596380,Directed,193235,,2,Jalili
1001126669,1003137582,Directed,193254,,2,Jalili
1001126669,1004038429,Directed,193255,,2,Jalili
1001126669,1019386970,Directed,193266,,2,Jalili
1001126669,1027676885,Directed,193267,,2,Jalili
1001127634,1005866359,Directed,193293,,2,Jalili
1001156199,1000899544,Directed,193308,,2,Jalili
1001156199,1001752974,Directed,193312,,2,Jalili
1001156199,1001976122,Directed,193313,,67,Jalili
1001156199,1002739327,Directed,193316,,18,Jalili
1001156199,1002765601,Directed,193317,,46,Jalili
1001156199,1004069147,Directed,193322,,3,Jalili
1001156199,1004576149,Directed,193327,,16,Jalili
1001156199,1005280116,Directed,193330,,2,Jalili
1001156199,1005665139,Directed,193331,,21,Jalili
1001156199,1006212930,Directed,193334,,32,Jalili
1001156199,1006227643,Directed,193335,,9,Jalili
1001156199,1006298883,Directed,193336,,2,Jalili
1001156199,1006441933,Directed,193337,,5,Jalili
1001156199,1006914438,Directed,193338,,2,Jalili
1001156199,1006939659,Directed,193339,,24,Jalili
1001156199,1007007698,Directed,193341,,5,Jalili
1001156199,1007697751,Directed,193344,,2,Jalili
1001156199,1007883087,Directed,193346,,2,Jalili
1001156199,1008702726,Directed,193347,,2,Jalili
1001156199,1027676885,Directed,193355,,2,Jalili
1001156199,1058667053,Directed,193362,,4,Jalili
1001156199,1065754240,Directed,193364,,6,Jalili
1001156199,1068487996,Directed,193366,,24,Jalili
1001156199,1068763227,Directed,193367,,4,Jalili
1001156199,1069291200,Directed,193368,,4,Jalili
1001156199,1072312417,Directed,193369,,2,Jalili
1001156199,1072832422,Directed,193370,,2,Jalili
1001156199,1073113824,Directed,193371,,2,Jalili
1001156199,1076720298,Directed,193373,,2,Jalili
1001156199,1091867953,Directed,193377,,2,Jalili
1001156199,1101039400,Directed,193378,,2,Jalili
1001156199,1111688046,Directed,193381,,2,Jalili
1001156199,1127390421,Directed,193383,,3,Jalili
1001156199,1154252621,Directed,193387,,2,Jalili
1001156199,1275084443,Directed,193401,,7,Jalili
1001156199,1990273594,Directed,193429,,2,Jalili
1001170974,1000975413,Directed,193448,,2,Jalili
1001170974,1001752974,Directed,193451,,2,Jalili
1001170974,1001976122,Directed,193452,,21,Jalili
1001170974,1002739327,Directed,193457,,22,Jalili
1001170974,1002765601,Directed,193458,,29,Jalili
1001170974,1002843824,Directed,193460,,2,Jalili
1001170974,1004135749,Directed,193468,,3,Jalili
1001170974,1004148460,Directed,193469,,3,Jalili
1001170974,1004270162,Directed,193471,,2,Jalili
1001170974,1004576149,Directed,193472,,7,Jalili
1001170974,1004793780,Directed,193473,,3,Jalili
1001170974,1005280116,Directed,193475,,8,Jalili
1001170974,1005665139,Directed,193477,,19,Jalili
1001170974,1005866359,Directed,193478,,7,Jalili
1001170974,1006165084,Directed,193479,,2,Jalili
1001170974,1006212930,Directed,193480,,11,Jalili
1001170974,1006227643,Directed,193481,,31,Jalili
1001170974,1006298883,Directed,193482,,5,Jalili
1001170974,1006914438,Directed,193484,,3,Jalili
1001170974,1006939659,Directed,193485,,26,Jalili
1001170974,1007007698,Directed,193486,,10,Jalili
1001170974,1007883087,Directed,193490,,2,Jalili
1001170974,1007884158,Directed,193491,,5,Jalili
1001170974,1008702726,Directed,193497,,2,Jalili
1001170974,1013336404,Directed,193499,,3,Jalili
1001170974,1025979947,Directed,193506,,3,Jalili
1001170974,1027676885,Directed,193507,,11,Jalili
1001170974,1060460853,Directed,193514,,2,Jalili
1001170974,1068487996,Directed,193518,,6,Jalili
1001170974,1068763227,Directed,193519,,2,Jalili
1001170974,1069291200,Directed,193520,,14,Jalili
1001170974,1074370071,Directed,193523,,2,Jalili
1001170974,1076720298,Directed,193524,,2,Jalili
1001170974,1080296471,Directed,193525,,2,Jalili
1001170974,1106755204,Directed,193537,,2,Jalili
1001170974,1106958042,Directed,193538,,3,Jalili
1001170974,1127390421,Directed,193544,,2,Jalili
1001170974,1160626316,Directed,193551,,2,Jalili
1001170974,1189566498,Directed,193556,,3,Jalili
1001170974,1258612234,Directed,193566,,2,Jalili
1001170974,1261623772,Directed,193567,,2,Jalili
1001170974,1275084443,Directed,193572,,3,Jalili
1001170974,1340293965,Directed,193577,,2,Jalili
1001170974,1368575513,Directed,193581,,2,Jalili
1001170974,1374693748,Directed,193582,,2,Jalili
1001170974,1419622843,Directed,193587,,2,Jalili
